"","volatile.acidity","citric.acid","sulphates","alcohol","quality"
"1078",0.37,0.65,0.58,11,"normal"
"1079",0.37,0.65,0.58,11,"normal"
"1080",0.3,0.68,0.51,12.3,"bueno"
"1081",0.27,0.56,0.51,11.8,"normal"
"1082",0.3,0.68,0.51,12.3,"bueno"
"1083",0.38,0.3,0.59,9.5,"normal"
"1084",0.42,0.45,0.77,12,"normal"
"1085",0.38,0.3,0.59,9.5,"normal"
"1086",0.48,0.08,0.49,9.6,"normal"
"1087",0.34,0.4,0.66,11.6,"bueno"
"1088",0.19,0.42,0.69,11.2,"normal"
"1089",0.41,0.54,0.76,9.9,"bueno"
"1090",0.41,0.54,0.76,9.9,"bueno"
"1091",0.26,0.54,0.63,11.8,"bueno"
"1092",0.34,0.42,0.6,11.4,"normal"
"1093",0.54,0.09,0.59,11.5,"normal"
"1094",0.31,0.36,0.86,12,"bueno"
"1095",0.725,0.09,0.49,10.8,"normal"
"1096",0.4,0.47,0.5,10.5,"normal"
"1097",0.725,0.09,0.49,10.8,"normal"
"1098",0.52,0.38,0.52,9.4,"normal"
"1099",0.31,0.45,0.81,12.5,"bueno"
"1100",0.52,0.38,0.52,9.4,"normal"
"1101",0.34,0.42,0.78,12.4,"normal"
"1102",0.49,0.27,0.63,12,"normal"
"1103",0.48,0.09,0.54,11.2,"normal"
"1104",0.49,0.27,0.63,12,"normal"
"1105",0.48,0.34,0.66,12.4,"normal"
"1106",0.57,0.28,0.6,12.8,"normal"
"1107",0.23,0.42,0.54,12.3,"normal"
"1108",0.3,0.41,0.85,11.7,"bueno"
"1109",0.78,0.1,0.49,9.5,"normal"
"1110",0.47,0.43,0.76,10.8,"normal"
"1111",0.53,0,0.64,10,"normal"
"1112",0.42,0.27,0.64,12.3,"bueno"
"1113",0.33,0.41,0.71,11,"normal"
"1114",0.24,0.39,0.59,9.5,"normal"
"1115",0.4,0.5,0.66,13.6,"normal"
"1116",0.69,0.07,0.6,11.3,"normal"
"1117",0.69,0.07,0.6,11.3,"normal"
"1118",0.69,0.07,0.6,11.3,"normal"
"1119",0.39,0.12,0.53,13.3,"normal"
"1120",0.66,0,0.58,12.9,"normal"
"1121",0.54,0.34,0.72,13.1,"bueno"
"1122",0.5,0,0.55,12.3,"normal"
"1123",0.47,0,0.48,12.3,"normal"
"1124",0.4,0.37,0.65,11.2,"normal"
"1125",0.58,0,0.62,11.5,"pobre"
"1126",0.24,0.35,0.59,11.3,"bueno"
"1127",0.29,0.26,0.54,13.5,"normal"
"1128",0.76,0,0.6,11.5,"normal"
"1129",0.43,0.33,0.68,10,"normal"
"1130",0.43,0.35,0.69,10.5,"normal"
"1131",0.6,0,0.63,10.4,"normal"
"1132",0.19,0.21,0.44,9.5,"normal"
"1133",0.36,0.34,0.88,13.6,"bueno"
"1134",0.48,0.07,0.68,11.2,"bueno"
"1135",0.28,0.35,0.74,11.8,"bueno"
"1136",0.25,0.43,0.6,11.9,"normal"
"1137",0.52,0.45,0.76,11.4,"normal"
"1138",0.52,0.45,0.76,11.4,"normal"
"1139",0.41,0.15,0.58,9.1,"normal"
"1140",0.51,0.24,0.64,9.5,"normal"
"1141",0.4,0.3,0.65,9.5,"normal"
"1142",0.38,0.32,0.85,11,"normal"
"1143",0.45,0.11,0.65,11.4,"normal"
"1144",0.22,0.3,0.82,10,"normal"
"1145",0.32,0.23,0.62,10.1,"normal"
"1146",0.2,0.43,0.81,10.4,"normal"
"1147",0.5,0.12,0.87,9.8,"normal"
"1148",0.41,0.45,0.49,11.8,"bueno"
"1149",0.39,0.42,0.66,11.6,"normal"
"1150",0.35,0.47,0.52,12,"normal"
"1151",0.33,0.32,0.76,12.8,"bueno"
"1152",0.58,0.23,0.65,12.5,"normal"
"1153",0.6,0.25,0.53,9.8,"normal"
"1154",0.42,0.35,0.66,11.1,"normal"
"1155",0.58,0,0.68,11.4,"normal"
"1156",0.6,0.25,0.53,9.8,"normal"
"1157",0.18,0.51,0.76,11.8,"bueno"
"1158",0.51,0.18,0.87,12.9,"bueno"
"1159",0.41,0.43,1.16,10.6,"normal"
"1160",0.41,0.43,0.67,10.8,"normal"
"1161",0.36,0.57,0.72,11.1,"bueno"
"1162",0.45,0.43,0.75,10.2,"normal"
"1163",0.32,0.42,0.71,11.8,"bueno"
"1164",0.785,0.24,0.67,10,"normal"
"1165",0.785,0.24,0.67,10,"normal"
"1166",0.44,0.5,1.1,9.4,"normal"
"1167",0.54,0.26,0.98,10.2,"normal"
"1168",0.33,0.39,0.88,12.4,"bueno"
"1169",0.34,0.27,0.56,12,"normal"
"1170",0.5,0.29,0.62,11.5,"normal"
"1171",0.36,0.34,0.67,10.5,"normal"
"1172",0.59,0,0.68,10.8,"normal"
"1173",0.42,0.46,0.74,12.3,"normal"
"1174",0.36,0.31,0.62,9.5,"normal"
"1175",0.36,0.31,0.62,9.5,"normal"
"1176",0.61,0,0.7,11.5,"normal"
"1177",0.88,0.03,0.5,11.2,"pobre"
"1178",0.66,0,0.66,12.7,"bueno"
"1179",0.915,0,0.73,11.4,"normal"
"1180",0.35,0.33,0.81,11,"normal"
"1181",0.35,0.33,0.81,11,"normal"
"1182",0.39,0.43,0.46,11.4,"normal"
"1183",0.4,0.4,0.86,10.5,"normal"
"1184",0.66,0.07,0.6,9.3,"normal"
"1185",0.64,0.23,0.7,10.9,"normal"
"1186",0.43,0.3,0.46,11.9,"normal"
"1187",0.8,0.03,0.5,12.2,"normal"
"1188",0.43,0.3,0.46,11.9,"normal"
"1189",0.64,0.23,0.7,10.9,"normal"
"1190",0.955,0.05,0.44,9.6,"pobre"
"1191",0.4,0.57,0.57,12.5,"normal"
"1192",0.885,0,0.51,10.8,"normal"
"1193",0.25,0.37,0.8,12.4,"bueno"
"1194",0.885,0,0.51,10.8,"normal"
"1195",0.745,0.12,0.59,9.5,"normal"
"1196",0.43,0.22,0.6,9.5,"normal"
"1197",0.58,0.23,0.58,9.5,"normal"
"1198",0.57,0.21,0.54,9.8,"normal"
"1199",0.26,0.26,0.79,10.9,"normal"
"1200",0.58,0.23,0.58,9.5,"normal"
"1201",0.57,0.21,0.54,9.8,"normal"
"1202",0.34,0.36,0.54,11.2,"bueno"
"1203",0.42,0.39,0.69,11.7,"bueno"
"1204",0.74,0.19,0.55,9.4,"normal"
"1205",0.36,0.46,0.85,11,"bueno"
"1206",0.36,0.46,0.85,11,"bueno"
"1207",0.36,0.46,0.85,11,"bueno"
"1208",0.72,0.55,0.94,10,"normal"
"1209",0.36,0.46,0.85,11,"bueno"
"1210",0.39,0.43,0.87,11.2,"bueno"
"1211",0.65,0.02,0.62,10.4,"normal"
"1212",0.44,0.15,0.62,9.3,"normal"
"1213",0.65,0.02,0.62,10.4,"normal"
"1214",0.38,0.42,0.75,10.5,"normal"
"1215",0.33,0.46,0.48,10.4,"normal"
"1216",0.27,0.46,0.56,11.3,"normal"
"1217",0.57,0.31,0.69,9.5,"normal"
"1218",0.34,0.37,0.81,12,"normal"
"1219",0.4,0.31,0.69,10.6,"normal"
"1220",0.39,0.4,0.83,10.9,"normal"
"1221",0.32,0.52,0.77,11.5,"normal"
"1222",0.32,0.52,0.77,11.5,"normal"
"1223",0.53,0.22,0.46,9.6,"normal"
"1224",0.36,0.47,0.76,12,"normal"
"1225",0.39,0.49,0.82,10.3,"normal"
"1226",0.46,0.23,0.51,9.4,"normal"
"1227",0.58,0.03,0.47,9.2,"normal"
"1228",0.58,0.25,0.72,9.6,"normal"
"1229",0.42,0,0.73,13.6,"bueno"
"1230",0.43,0.29,0.64,9.5,"normal"
"1231",0.18,0.34,0.78,11.8,"normal"
"1232",0.815,0.01,0.62,10.8,"normal"
"1233",0.43,0.29,0.64,9.5,"normal"
"1234",0.23,0.37,0.49,9.3,"pobre"
"1235",0.75,0.01,0.4,12.8,"normal"
"1236",0.33,0.32,0.56,11.5,"pobre"
"1237",0.55,0,0.64,9.4,"normal"
"1238",0.75,0.01,0.4,12.8,"normal"
"1239",0.73,0,0.46,9.6,"pobre"
"1240",0.67,0,0.56,11.8,"pobre"
"1241",0.61,0.2,0.4,9.3,"normal"
"1242",0.37,0.39,0.59,9.8,"normal"
"1243",0.4,0.41,0.6,12.2,"normal"
"1244",0.56,0.22,0.62,9.5,"normal"
"1245",0.29,0.25,0.54,10.3,"normal"
"1246",0.55,0.19,0.68,10.5,"normal"
"1247",0.74,0.07,0.48,10,"normal"
"1248",0.55,0.19,0.68,10.5,"normal"
"1249",0.41,0.33,0.75,11.1,"normal"
"1250",0.6,0.01,0.61,10.9,"normal"
"1251",0.6,0.01,0.61,10.9,"normal"
"1252",0.58,0.14,0.59,9.8,"normal"
"1253",0.72,0,0.58,9.8,"normal"
"1254",0.66,0,0.58,9.5,"normal"
"1255",0.7,0.06,0.69,10.9,"normal"
"1256",0.64,0.02,0.45,11,"normal"
"1257",0.59,0.22,0.42,9.2,"normal"
"1258",0.58,0.28,0.7,11,"normal"
"1259",0.64,0,0.63,11.3,"normal"
"1260",0.64,0,0.63,11.3,"normal"
"1261",0.635,0.68,1.15,9.3,"normal"
"1262",1.02,0,0.55,11.2,"pobre"
"1263",0.45,0.38,0.58,9.8,"normal"
"1264",0.78,0,0.46,9.6,"pobre"
"1265",0.37,0.32,0.72,11.8,"normal"
"1266",0.57,0.05,0.6,10.3,"normal"
"1267",0.57,0.05,0.6,10.3,"normal"
"1268",0.43,0.5,0.87,11.4,"normal"
"1269",0.41,0.31,0.55,9.5,"normal"
"1270",0.49,0.03,0.82,14,"bueno"
"1271",0.38,0.01,0.75,14,"normal"
"1272",0.44,0.2,0.57,11.7,"normal"
"1273",0.46,0,0.53,11.2,"normal"
"1274",0.58,0.2,0.43,9.3,"normal"
"1275",0.58,0.13,0.53,11.2,"normal"
"1276",0.715,0.22,0.54,9.5,"normal"
"1277",0.4,0.4,0.56,12,"pobre"
"1278",0.69,0,0.6,9.7,"normal"
"1279",0.715,0.22,0.54,9.5,"normal"
"1280",0.3,0.39,0.57,11.5,"bueno"
"1281",0.46,0.2,0.64,10.4,"normal"
"1282",0.46,0.2,0.64,10.4,"normal"
"1283",0.765,0,0.68,10.9,"normal"
"1284",0.63,0.28,0.63,10.2,"normal"
"1285",0.42,0.19,0.56,10.9,"normal"
"1286",0.37,0.5,0.57,10.5,"normal"
"1287",0.16,0.44,0.54,12.4,"normal"
"1288",0.6,0.08,0.37,13,"normal"
"1289",0.6,0.3,1.17,10.2,"normal"
"1290",0.6,0.3,1.17,10.2,"normal"
"1291",0.74,0,0.59,11,"normal"
"1292",0.635,0.1,0.75,10.9,"normal"
"1293",0.395,0.13,0.67,12.4,"normal"
"1294",0.755,0,0.49,9.7,"pobre"
"1295",0.635,0.1,0.75,10.9,"normal"
"1296",0.63,0,0.45,9.5,"normal"
"1297",0.63,0,0.45,9.5,"normal"
"1298",0.53,0.14,0.61,12.1,"normal"
"1299",0.6,0,0.56,12.2,"normal"
"1300",1.58,0,0.4,10.9,"pobre"
"1301",0.645,0,0.61,12.5,"normal"
"1302",0.86,0.07,0.74,11.7,"normal"
"1303",0.37,0.32,0.8,11.2,"normal"
"1304",0.28,0.44,0.66,11.2,"normal"
"1305",0.79,0.21,0.44,9.2,"normal"
"1306",0.61,0.26,0.53,9.8,"normal"
"1307",0.69,0.32,0.62,10.1,"normal"
"1308",0.68,0.09,0.52,11.1,"pobre"
"1309",0.69,0.32,0.62,10.1,"normal"
"1310",0.62,0.1,0.61,9.2,"normal"
"1311",0.61,0.26,0.53,9.8,"normal"
"1312",0.51,0.15,0.59,12.8,"normal"
"1313",1.18,0.21,0.47,10.5,"normal"
"1314",0.36,0.21,0.54,10.1,"normal"
"1315",0.36,0.21,0.53,10.1,"normal"
"1316",0.63,0.27,0.58,9.8,"normal"
"1317",0.74,0,0.59,12.5,"normal"
"1318",0.44,0.46,0.69,11.9,"normal"
"1319",0.63,0.27,0.58,9.8,"normal"
"1320",0.76,0.68,1.33,9.1,"normal"
"1321",0.66,0.34,0.66,10.1,"normal"
"1322",0.74,0,0.59,12.5,"normal"
"1323",0.34,0.42,0.55,11.4,"normal"
"1324",0.36,0.39,0.82,11,"bueno"
"1325",0.46,0.24,0.6,10.6,"normal"
"1326",0.46,0.24,0.6,10.6,"normal"
"1327",0.46,0.24,0.6,10.6,"normal"
"1328",0.46,0.24,0.6,10.6,"normal"
"1329",0.52,0.11,0.52,9.3,"normal"
"1330",0.6,0.26,0.56,9.8,"normal"
"1331",0.6,0.26,0.56,9.8,"normal"
"1332",0.87,0.26,0.46,9.2,"normal"
"1333",0.39,0.1,0.43,9.7,"normal"
"1334",0.775,0.22,0.51,9.6,"normal"
"1335",0.835,0,0.52,10,"normal"
"1336",0.58,0.02,0.66,12.6,"normal"
"1337",0.5,0,0.45,9.5,"normal"
"1338",0.5,0,0.45,9.5,"normal"
"1339",0.5,0,0.45,9.5,"normal"
"1340",0.51,0.02,0.54,10.5,"normal"
"1341",0.51,0.02,0.54,10.5,"normal"
"1342",0.51,0.02,0.54,10.5,"normal"
"1343",0.54,0.02,0.51,10.4,"normal"
"1344",0.51,0.02,0.54,10.5,"normal"
"1345",0.42,0.48,0.53,11,"normal"
"1346",0.44,0.24,0.53,10.2,"normal"
"1347",0.59,0.01,0.56,11.4,"normal"
"1348",0.655,0.03,0.39,9.5,"normal"
"1349",0.655,0.03,0.39,9.5,"normal"
"1350",0.57,0,0.52,10.8,"normal"
"1351",0.6,0.29,0.57,10,"normal"
"1352",0.62,0.01,0.51,11.8,"normal"
"1353",0.645,0.03,0.46,10.3,"normal"
"1354",0.645,0.03,0.46,10.3,"normal"
"1355",0.58,0.03,0.52,10,"normal"
"1356",0.32,0.25,0.44,10.1,"normal"
"1357",0.34,0.25,0.44,10.1,"normal"
"1358",0.43,0.24,0.59,11.1,"normal"
"1359",0.64,0.17,0.5,9.5,"normal"
"1360",0.475,0.4,0.65,10.0333333333333,"normal"
"1361",0.54,0.31,0.56,10.9,"normal"
"1362",0.85,0.14,0.54,10.1,"normal"
"1363",0.475,0.4,0.65,10.0333333333333,"normal"
"1364",0.83,0.27,0.48,9.8,"pobre"
"1365",0.605,0.02,0.53,11.8,"normal"
"1366",0.5,0.09,0.62,9.5,"normal"
"1367",0.74,0.08,0.5,9.8,"normal"
"1368",0.54,0.3,1.18,10.5,"normal"
"1369",0.77,0.32,0.5,9.8,"normal"
"1370",0.61,0,0.37,10.4,"pobre"
"1371",0.78,0.51,1.17,9.2,"normal"
"1372",0.58,0.56,1.03,11.6,"normal"
"1373",0.78,0.51,1.17,9.2,"normal"
"1374",0.75,0.27,0.45,9.3,"normal"
"1375",0.815,0,0.51,9.8,"pobre"
"1376",0.56,0.26,0.52,9.9,"normal"
"1377",0.885,0.2,0.46,10,"normal"
"1378",0.49,0.26,0.62,12.2,"normal"
"1379",0.45,0.15,0.51,9.9,"normal"
"1380",0.57,0.02,0.62,10.8,"normal"
"1381",0.57,0.02,0.62,10.8,"normal"
"1382",0.83,0.09,0.45,9.6,"normal"
"1383",0.6,0.22,0.49,9.9,"normal"
"1384",0.6,0.22,0.49,9.9,"normal"
"1385",0.755,0.15,0.5,9.5,"normal"
"1386",0.81,0.25,0.42,9.2,"normal"
"1387",0.64,0.07,0.58,9.6,"normal"
"1388",0.64,0.07,0.58,9.6,"normal"
"1389",0.64,0.31,0.68,10.3,"normal"
"1390",0.48,0.02,0.53,9.7,"normal"
"1391",0.49,0,0.59,12.5,"normal"
"1392",0.64,0.22,0.58,11,"normal"
"1393",0.62,0.06,0.48,9.8,"normal"
"1394",0.52,0.25,0.48,10.2,"normal"
"1395",0.57,0.14,0.48,9.2,"normal"
"1396",0.685,0.1,0.65,9.55,"normal"
"1397",0.675,0.1,0.65,9.55,"normal"
"1398",0.59,0.26,0.52,9.9,"normal"
"1399",0.6,0.12,0.62,10.2,"bueno"
"1400",0.67,0,0.72,11.1,"normal"
"1401",0.69,0.21,0.51,9.9,"normal"
"1402",0.69,0.21,0.51,9.9,"normal"
"1403",0.3,0.42,0.82,11.9,"normal"
"1404",0.33,0.33,1.1,10,"bueno"
"1405",0.5,0.39,0.62,10.7,"normal"
"1406",0.28,0.3,0.9,11.3,"bueno"
"1407",0.24,0.34,0.94,10.9,"normal"
"1408",0.51,0,0.93,10.7,"normal"
"1409",0.29,0.36,1.01,12.4,"bueno"
"1410",0.51,0,0.93,10.7,"normal"
"1411",0.96,0,0.44,11.9,"normal"
"1412",0.47,0.4,0.73,10.6,"normal"
"1413",0.24,0.34,0.94,10.9,"normal"
"1414",0.57,0.25,0.9,10.1,"normal"
"1415",0.32,0.59,0.78,9.6,"normal"
"1416",0.58,0,0.84,9.4,"normal"
"1417",0.32,0.59,0.78,9.6,"normal"
"1418",0.34,0.33,0.77,12.1,"bueno"
"1419",0.53,0.01,0.46,9.8,"normal"
"1420",0.64,0.21,0.45,9.9,"normal"
"1421",0.53,0.01,0.46,9.8,"normal"
"1422",0.4,0.18,0.58,9.4,"normal"
"1423",0.54,0,0.84,11.4,"normal"
"1424",0.53,0.09,0.67,11,"pobre"
"1425",0.26,0.37,0.7,9.6,"normal"
"1426",0.26,0.37,0.7,9.6,"normal"
"1427",0.23,0.37,0.71,12.1,"normal"
"1428",0.41,0.33,0.58,11.2,"normal"
"1429",0.64,0,0.63,11,"normal"
"1430",0.18,0.4,0.93,11.3,"normal"
"1431",0.41,0.24,0.62,10.4,"normal"
"1432",0.43,0.31,0.54,9.9,"normal"
"1433",0.44,0,0.85,11.7,"normal"
"1434",0.4,0.16,0.74,10.1,"bueno"
"1435",0.54,0.37,0.77,9,"normal"
"1436",0.54,0.37,0.77,9,"normal"
"1437",0.38,0.38,0.65,8.5,"normal"
"1438",0.915,0.29,0.54,11.1,"normal"
"1439",0.59,0,0.47,10.3,"normal"
"1440",0.67,0.02,0.68,11.0666666666667,"normal"
"1441",0.37,0.32,0.73,11.3,"bueno"
"1442",0.785,0.19,0.52,9.56666666666667,"normal"
"1443",0.63,0.02,0.75,9.8,"normal"
"1444",0.58,0.2,0.49,11.7,"normal"
"1445",0.67,0.02,0.68,11.1,"normal"
"1446",0.785,0.19,0.52,9.6,"normal"
"1447",0.63,0.02,0.75,9.8,"normal"
"1448",0.67,0,0.74,9.7,"normal"
"1449",0.58,0.01,0.73,9.7,"normal"
"1450",0.38,0.31,0.76,11.3,"bueno"
"1451",0.37,0.32,0.73,11.3,"bueno"
"1452",0.32,0.44,0.78,11,"bueno"
"1453",0.58,0.02,0.76,11.6,"bueno"
"1454",0.49,0.33,0.58,9,"normal"
"1455",0.45,0.63,0.69,10.9,"normal"
"1456",0.9,0,0.63,10.9,"normal"
"1457",0.54,0.06,0.5,10.55,"normal"
"1458",0.49,0.33,0.58,9,"normal"
"1459",0.29,0.4,0.6,10.5,"normal"
"1460",0.2,0.35,0.8,11.9,"bueno"
"1461",0.42,0.09,0.68,10.4,"normal"
"1462",0.785,0,0.61,10,"pobre"
"1463",0.64,0.03,0.58,10.4,"normal"
"1464",0.63,0.01,0.53,10.8,"normal"
"1465",0.59,0.1,0.67,9.7,"normal"
"1466",0.59,0.1,0.67,9.7,"normal"
"1467",0.48,0.32,0.65,10,"bueno"
"1468",1.04,0.08,0.57,11,"pobre"
"1469",0.48,0.32,0.65,10,"bueno"
"1470",0.98,0.05,0.55,9.7,"pobre"
"1471",0.69,0.11,0.47,9.7,"normal"
"1472",0.7,0.08,0.52,12.6,"normal"
"1473",0.35,0.6,0.79,11.1,"normal"
"1474",0.6,0.08,0.54,11,"normal"
"1475",0.5,0.5,0.75,8.8,"normal"
"1476",0.47,0.11,0.88,13.5666666666667,"bueno"
"1477",0.5,0.5,0.75,8.8,"normal"
"1478",0.47,0.11,0.88,13.6,"bueno"
"1479",0.875,0.05,0.52,10.2,"pobre"
"1480",0.28,0.6,0.68,10.6,"normal"
"1481",0.62,0.03,0.62,10.1,"pobre"
"1482",0.28,0.6,0.68,10.6,"normal"
"1483",0.58,0.54,0.57,10.3,"pobre"
"1484",0.33,0.44,0.61,10.7,"normal"
"1485",0.91,0.06,0.64,10.9,"pobre"
"1486",0.655,0.16,0.55,9.7,"normal"
"1487",0.68,0.21,0.6,10.3,"normal"
"1488",0.64,0.05,0.78,10.6,"normal"
"1489",0.54,0.04,0.58,11.4,"normal"
"1490",0.57,0.1,0.76,10.8,"normal"
"1491",0.22,0.49,0.56,12.4,"normal"
"1492",0.54,0.04,0.58,11.4,"normal"
"1493",0.65,0.06,0.54,11.95,"normal"
"1494",0.54,0.26,0.59,9.7,"normal"
"1495",0.31,0.09,0.7,10,"bueno"
"1496",0.43,0.02,0.81,10.6,"normal"
"1497",0.54,0.26,0.59,9.7,"normal"
"1498",0.74,0.03,0.63,11.5,"normal"
"1499",0.895,0.04,0.58,10.8,"normal"
"1500",0.74,0.03,0.63,11.5,"normal"
"1501",0.725,0.04,0.53,9.6,"normal"
"1502",0.82,0.29,0.53,9.4,"normal"
"1503",0.585,0.18,0.54,9.8,"normal"
"1504",0.44,0.39,0.69,11,"normal"
"1505",0.38,0.57,0.55,11.4,"normal"
"1506",0.76,0.02,0.63,9.95,"pobre"
"1507",0.81,0.05,0.66,10.8,"normal"
"1508",0.38,0.57,0.55,11.4,"normal"
"1509",0.27,0.6,0.72,10.6,"normal"
"1510",0.18,0.4,0.7,11.1,"normal"
"1511",0.36,0.21,0.77,9.7,"normal"
"1512",0.69,0.04,0.67,9.8,"normal"
"1513",0.79,0.04,0.65,10.4,"normal"
"1514",0.56,0.15,0.6,10.5,"normal"
"1515",0.84,0.21,0.72,9.23333333333333,"normal"
"1516",0.84,0.21,0.72,9.25,"normal"
"1517",0.32,0.25,0.97,10.6,"normal"
"1518",0.53,0.06,0.83,10.3,"normal"
"1519",0.47,0.46,0.63,10.5,"normal"
"1520",0.7,0.08,0.58,10.2,"normal"
"1521",0.53,0.06,0.83,10.3,"normal"
"1522",0.48,0.2,0.43,9.05,"pobre"
"1523",0.32,0.25,0.97,10.6,"normal"
"1524",0.48,0.25,0.6,10.4,"normal"
"1525",0.42,0.19,0.78,10,"normal"
"1526",0.48,0.08,0.64,9.7,"normal"
"1527",0.47,0.08,0.65,9.6,"normal"
"1528",0.53,0.07,0.66,10.8,"normal"
"1529",0.29,0.49,0.67,10.1,"normal"
"1530",0.69,0.08,0.6,10.2,"normal"
"1531",0.44,0.09,0.69,11.3,"normal"
"1532",0.705,0.1,0.66,10.2,"normal"
"1533",0.53,0.13,0.68,9.9,"normal"
"1534",0.39,0.3,0.61,9,"normal"
"1535",0.56,0.14,0.62,11.7,"bueno"
"1536",0.55,0.13,0.59,9.7,"normal"
"1537",0.53,0.08,0.68,10.3,"normal"
"1538",0.58,0.08,0.64,10.2,"normal"
"1539",0.64,0.09,0.63,12,"normal"
"1540",0.39,0.32,0.78,9.9,"normal"
"1541",0.52,0.08,0.63,11.6,"normal"
"1542",0.25,0.29,0.76,10.9,"bueno"
"1543",0.855,0.02,0.56,10.75,"normal"
"1544",0.44,0.42,0.57,10.4,"normal"
"1545",0.37,0.43,0.81,11.2,"bueno"
"1546",0.63,0.33,0.64,10.1,"normal"
"1547",0.57,0.02,0.61,10.2,"normal"
"1548",0.6,0.1,0.51,12.1,"normal"
"1549",0.4,0.5,0.58,10.4,"normal"
"1550",0.36,0.3,0.7,11.4,"bueno"
"1551",0.68,0,0.53,9.5,"normal"
"1552",0.67,0,0.54,9.4,"normal"
"1553",0.68,0.01,0.66,11.3,"normal"
"1554",0.735,0,0.6,9.4,"normal"
"1555",0.855,0.02,0.6,11,"normal"
"1556",0.56,0.17,0.68,10.55,"bueno"
"1557",0.88,0.04,0.56,9.9,"normal"
"1558",0.855,0.02,0.6,11,"normal"
"1559",0.63,0.33,0.56,9.5,"normal"
"1560",0.6,0.26,0.52,9.9,"normal"
"1561",0.6,0.26,0.52,9.9,"normal"
"1562",0.6,0.26,0.52,9.9,"normal"
"1563",0.695,0.13,0.54,10.1,"normal"
"1564",0.695,0.13,0.54,10.1,"normal"
"1565",0.695,0.13,0.54,10.1,"normal"
"1566",0.67,0.02,0.82,10.9,"normal"
"1567",0.16,0.64,0.71,11.2,"normal"
"1568",0.695,0.13,0.54,10.1,"normal"
"1569",0.56,0.13,0.59,9.2,"normal"
"1570",0.51,0.14,0.57,11.5,"normal"
"1571",0.36,0.53,0.93,12.4,"normal"
"1572",0.38,0.14,0.65,11.1,"normal"
"1573",0.69,0.32,0.51,9.5,"normal"
"1574",0.58,0.2,0.67,12.5,"normal"
"1575",0.31,0.78,0.48,10.5,"normal"
"1576",0.52,0.4,0.64,11.8,"normal"
"1577",0.3,0.63,0.78,10.8,"normal"
"1578",0.7,0.15,0.6,11.9,"normal"
"1579",0.67,0.15,0.67,11.3,"normal"
"1580",0.56,0.09,0.6,11.3,"normal"
"1581",0.35,0.33,0.6,11.9,"normal"
"1582",0.56,0.09,0.6,11.3,"normal"
"1583",0.715,0.1,0.5,11.9,"normal"
"1584",0.46,0.29,0.62,9.8,"normal"
"1585",0.32,0.44,0.8,11.6,"bueno"
"1586",0.39,0.44,0.84,11.5,"normal"
"1587",0.31,0.41,0.85,11.4,"normal"
"1588",0.61,0.11,0.66,10.9,"normal"
"1589",0.66,0.33,0.78,12.8,"normal"
"1590",0.725,0.2,0.54,9.2,"normal"
"1591",0.55,0.15,0.82,11.6,"normal"
"1592",0.74,0.09,0.56,11.6,"normal"
"1593",0.51,0.13,0.75,11,"normal"
"1594",0.62,0.08,0.82,9.5,"normal"
"1595",0.6,0.08,0.58,10.5,"normal"
"1596",0.55,0.1,0.76,11.2,"normal"
"1597",0.51,0.13,0.75,11,"normal"
"1598",0.645,0.12,0.71,10.2,"normal"
"1599",0.31,0.47,0.66,11,"normal"
